id,title,genres,language,user_score,runtime_hour,runtime_min,release_date,vote_count,director,top_billed,budget_usd,revenue_usd
8256,3000 Miles to Graceland,"Action, Adventure, Comedy, Crime, Thriller",en,5.8,2,5,2001-02-23,632,Demian Lichtenstein,"Kurt Russell, Kevin Costner, Courteney Cox, Christian Slater, Kevin Pollak",62000000.0,18720175.0
8257,Our Brand Is Crisis,"Comedy, Drama",en,5.8,1,48,2015-09-11,487,David Gordon Green,"Sandra Bullock, Anthony Mackie, Billy Bob Thornton, Zoe Kazan, Scoot McNairy",28000000.0,7002261.0
8258,The Rookie,"Action, Crime, Drama, Thriller",en,5.8,2,0,1990-12-07,533,Clint Eastwood,"Clint Eastwood, Charlie Sheen, Raúl Juliá, Sônia Braga, Tom Skerritt",10000000.0,21600000.0
8259,Night Moves,"Thriller, Drama",en,5.8,1,52,2014-04-23,327,Kelly Reichardt,"Jesse Eisenberg, Dakota Fanning, Peter Sarsgaard, Alia Shawkat, Logan Miller",0.0,271755.0
8260,Death Race: Inferno,"Action, Science Fiction, Thriller",en,5.8,1,44,2013-01-04,747,Roel Reiné,"Luke Goss, Ving Rhames, Danny Trejo, Tanit Phoenix, Dougray Scott",6500000.0,0.0
8261,Jack the Giant Slayer,"Fantasy, Action, Adventure, Drama",en,5.8,1,54,2013-02-27,4868,Bryan Singer,"Nicholas Hoult, Eleanor Tomlinson, Ewan McGregor, Stanley Tucci, Ian McShane",195000000.0,197700000.0
8262,Prey,"Adventure, Horror, Thriller",en,5.8,1,32,2007-05-18,369,Darrell James Roodt,"Bridget Moynahan, Peter Weller, Carly Schroeder, Jamie Bartlett, Conner Dowds",0.0,3643652.0
8263,2012,"Action, Adventure, Science Fiction",en,5.8,2,38,2009-10-10,11876,Roland Emmerich,"John Cusack, Amanda Peet, Chiwetel Ejiofor, Thandiwe Newton, Oliver Platt",200000000.0,791217826.0
8264,Hostel: Part II,Horror,en,5.8,1,33,2007-06-07,1997,Eli Roth,"Lauren German, Heather Matarazzo, Bijou Phillips, Vera Jordanova, Jay Hernandez",10200000.0,35728183.0
8265,Cam,"Horror, Mystery",en,5.8,1,35,2018-10-01,1454,Daniel Goldhaber,"Madeline Brewer, Patch Darragh, Melora Walters, Devin Druid, Imani Hakim",0.0,0.0
8266,F*&% the Prom,"Comedy, Drama",en,5.8,1,32,2017-12-05,409,Benny Fine,"Danielle Campbell, Joel Courtney, Meg DeLacy, Madelaine Petsch, Michael Chey",0.0,0.0
8267,S.W.A.T.: Under Siege,"Action, Crime, Thriller",en,5.8,1,29,2017-08-01,365,Tony Giglio,"Adrianne Palicki, Michael Jai White, Ty Olsson, Pascale Hutton, Sam Jaeger",0.0,0.0
8268,Death at a Funeral,Comedy,en,5.8,1,32,2010-04-15,965,Neil LaBute,"Chris Rock, Martin Lawrence, Zoe Saldaña, Tracy Morgan, Regina Hall",21000000.0,49050886.0
8269,Striking Distance,"Crime, Action, Mystery, Thriller",en,5.8,1,42,1993-09-17,802,Rowdy Herrington,"Bruce Willis, Sarah Jessica Parker, Dennis Farina, Tom Sizemore, Brion James",0.0,0.0
8270,In Bed with Victoria,"Comedy, Drama, Romance",fr,5.8,1,37,2016-09-14,479,Justine Triet,"Virginie Efira, Vincent Lacoste, Melvil Poupaud, Laurent Poitrenaux, Laure Calamy",0.0,4971428.0
8271,The Brothers Grimm,"Adventure, Fantasy, Action, Comedy, Thriller",en,5.8,1,58,2005-08-26,2717,Terry Gilliam,"Matt Damon, Heath Ledger, Lena Headey, Peter Stormare, Monica Bellucci",88000000.0,105300000.0
8272,Charlie's Angels,"Action, Adventure, Comedy, Crime, Thriller",en,5.8,1,38,2000-11-02,4121,McG,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray, Sam Rockwell",92000000.0,264100000.0
8273,Welcome to the Punch,"Action, Adventure, Crime",en,5.8,1,39,2013-03-15,642,Eran Creevy,"James McAvoy, Mark Strong, David Morrissey, Peter Mullan, Daniel Mays",8500000.0,3900000.0
8274,Open Season 2,"Adventure, Animation, Comedy, Family",en,5.8,1,16,2008-09-24,1199,Matthew O'Callaghan,"Joel McHale, Mike Epps, Cody Cameron, Georgia Engel, Jane Krakowski",0.0,8700000.0
8275,Under Siege 2: Dark Territory,"Action, Thriller",en,5.8,1,39,1995-07-13,901,Geoff Murphy,"Steven Seagal, Eric Bogosian, Katherine Heigl, Morris Chestnut, Everett McGill",60000000.0,104324083.0
8276,Shadow in the Cloud,"Horror, Action, War",en,5.8,1,23,2020-12-31,960,Roseanne Liang,"Chloë Grace Moretz, Nick Robinson, Beulah Koale, Taylor John Smith, Callan Mulvey",0.0,1054290.0
8277,In the Blood,"Action, Crime, Thriller",en,5.8,1,48,2014-04-04,349,John Stockwell,"Gina Carano, Cam Gigandet, Luis Guzmán, Stephen Lang, Treat Williams",10000000.0,0.0
8278,Money Train,"Action, Comedy, Crime",en,5.8,1,50,1995-11-21,755,Joseph Ruben,"Wesley Snipes, Woody Harrelson, Jennifer Lopez, Robert Blake, Chris Cooper",68000000.0,77224232.0
8279,A Hologram for the King,"Comedy, Drama",en,5.8,1,37,2016-04-22,1123,Tom Tykwer,"Tom Hanks, Sarita Choudhury, Sidse Babett Knudsen, Ben Whishaw, Tom Skerritt",30000000.0,9169507.0
8280,The Presidio,"Action, Crime, Mystery, Thriller",en,5.8,1,37,1988-06-10,328,Peter Hyams,"Sean Connery, Mark Harmon, Meg Ryan, Jack Warden, Mark Blum",0.0,20324096.0
8281,Fading Gigolo,Comedy,en,5.8,1,30,2013-09-07,574,John Turturro,"John Turturro, Woody Allen, Vanessa Paradis, Liev Schreiber, Sharon Stone",0.0,2681345.0
8282,The Two Faces of January,Thriller,en,5.8,1,36,2014-05-16,665,Hossein Amini,"Viggo Mortensen, Kirsten Dunst, Oscar Isaac, Yiğit Özşener, Daisy Bevan",0.0,4507463.0
8283,Return to Sleepaway Camp,"Mystery, Horror, Comedy",en,5.8,1,26,2008-11-04,315,Robert Hiltzik,"Vincent Pastore, Jackie Tohn, Jonathan Tiersten, Paul DeAngelo, Isaac Hayes",4000000.0,0.0
8284,13,"Drama, Thriller",en,5.8,1,31,2010-03-12,799,Géla Babluani,"Sam Riley, Jason Statham, Mickey Rourke, Ray Winstone, 50 Cent",0.0,3317662.0
8285,New in Town,"Comedy, Romance",en,5.8,1,37,2009-01-30,476,Jonas Elmer,"Renée Zellweger, Harry Connick Jr., J.K. Simmons, Siobhan Fallon Hogan, Mike O'Brien",8000000.0,29010817.0
8286,Big Fat Liar,"Family, Comedy, Adventure",en,5.8,1,28,2002-02-08,794,Shawn Levy,"Frankie Muniz, Paul Giamatti, Amanda Bynes, Amanda Detmer, Sandra Oh",15000000.0,52970014.0
8287,The Eye,"Drama, Horror, Thriller",en,5.8,1,38,2008-02-01,1024,Xavier Palud,"Jessica Alba, Alessandro Nivola, Parker Posey, Chloë Grace Moretz, Rade Šerbedžija",12000000.0,58010320.0
8288,A Family Affair,"Romance, Comedy",en,5.8,1,54,2024-06-27,528,Richard LaGravenese,"Nicole Kidman, Zac Efron, Joey King, Kathy Bates, Liza Koshy",0.0,0.0
8289,Ava,"Action, Thriller, Crime",en,5.8,1,36,2020-07-02,2554,Tate Taylor,"Jessica Chastain, John Malkovich, Common, Colin Farrell, Geena Davis",0.0,2987741.0
8290,One Wild Moment,"Drama, Romance",fr,5.8,1,46,2015-06-24,1013,Jean-François Richet,"Vincent Cassel, François Cluzet, Alice Isaaz, Lola Le Lann, Philippe Nahon",0.0,0.0
8291,Resident Evil: Retribution,"Action, Horror, Science Fiction",en,5.8,1,35,2012-09-12,3954,Paul W. S. Anderson,"Milla Jovovich, Sienna Guillory, Michelle Rodriguez, Aryana Engineer, Li Bingbing",65000000.0,240200000.0
8292,R.I.P.D.,"Fantasy, Action, Comedy",en,5.8,1,36,2013-07-18,3953,Robert Schwentke,"Jeff Bridges, Ryan Reynolds, Kevin Bacon, Mary-Louise Parker, Stephanie Szostak",130000000.0,61600000.0
8293,A Classic Horror Story,"Horror, Mystery",it,5.8,1,35,2021-07-01,932,Roberto De Feo,"Matilda Lutz, Francesco Russo, Peppino Mazzotta, Will Merrick, Yuliia Sobol",0.0,0.0
8294,La Abuela (The Grandmother),"Drama, Horror",es,5.8,1,41,2022-01-28,443,Paco Plaza,"Almudena Amor, Vera Valdez, Karina Kolokolchykova, Marina Gutiérrez, Berta Sánchez",3749231.0,1817696.0
8295,7 Days in Entebbe,"Thriller, Drama, Crime",en,5.8,1,47,2018-03-15,408,José Padilha,"Rosamund Pike, Daniel Brühl, Eddie Marsan, Lior Ashkenazi, Nonso Anozie",0.0,9196740.0
8296,Replicant,"Action, Science Fiction, Thriller",en,5.8,1,40,2001-05-11,465,Ringo Lam,"Michael Rooker, Jean-Claude Van Damme, Ian Robison, Catherine Dent, Paul McGillion",17000000.0,894844.0
8297,Huesera: The Bone Woman,"Horror, Mystery, Drama",es,5.8,1,37,2023-02-10,320,Michelle Garza Cervera,"Natalia Solián, Alfonso Dosal, Mayra Batalla, Mercedes Hernández, Sonia Couoh",0.0,0.0
8298,The Boss,Comedy,en,5.8,1,31,2016-04-07,1313,Ben Falcone,"Melissa McCarthy, Kristen Bell, Peter Dinklage, Kathy Bates, Tyler Labine",29000000.0,78600000.0
8299,Jane Got a Gun,"Western, Action, Drama",en,5.8,1,38,2015-12-31,805,Gavin O'Connor,"Natalie Portman, Joel Edgerton, Ewan McGregor, Noah Emmerich, Boyd Holbrook",25000000.0,3771345.0
8300,Extract,Comedy,en,5.8,1,32,2009-09-03,593,Mike Judge,"Jason Bateman, Mila Kunis, Kristen Wiig, Ben Affleck, J.K. Simmons",8000000.0,10848783.0
8301,Maximum Overdrive,"Horror, Action, Science Fiction",en,5.8,1,37,1986-07-25,741,Stephen King,"Emilio Estevez, Pat Hingle, Laura Harrington, Yeardley Smith, John Short",10000000.0,7400000.0
8302,Crocodile Dundee II,"Adventure, Comedy",en,5.8,1,50,1988-05-19,1083,John Cornell,"Paul Hogan, Linda Kozlowski, John Meillon, Ernie Dingo, Charles S. Dutton",14000000.0,239606210.0
8303,Pet,"Horror, Thriller",en,5.8,1,34,2016-09-24,648,Carles Torrens,"Dominic Monaghan, Ksenia Solo, Jennette McCurdy, Da'Vone McDonald, Nathan Parsons",0.0,22003.0
8304,The Family Fang,"Comedy, Drama, Mystery",en,5.8,1,45,2016-04-16,320,Jason Bateman,"Jason Bateman, Nicole Kidman, Christopher Walken, Maryann Plunkett, Marin Ireland",0.0,262921.0
8305,The Captive,"Drama, Thriller, Crime",en,5.8,1,52,2014-09-05,1082,Atom Egoyan,"Ryan Reynolds, Scott Speedman, Rosario Dawson, Mireille Enos, Kevin Durand",0.0,1075178.0
8306,Chopping Mall,"Horror, Science Fiction",en,5.8,1,17,1986-03-21,352,Jim Wynorski,"Kelli Maroney, Tony O'Dell, Russell Todd, Karrie Emerson, Barbara Crampton",800000.0,0.0
8307,The Pink Panther,"Comedy, Mystery, Crime, Adventure, Family",en,5.8,1,33,2006-02-10,1899,Shawn Levy,"Steve Martin, Jean Reno, Kevin Kline, Beyoncé, Emily Mortimer",65000000.0,158851357.0
8308,My Name Is Bruce,"Comedy, Horror, Fantasy",en,5.8,1,26,2007-10-01,330,Bruce Campbell,"Bruce Campbell, Taylor Sharpe, Grace Thorsen, Ted Raimi, Ben McCain",1500000.0,173066.0
8309,Phantom,Thriller,en,5.8,1,39,2013-01-03,316,Todd Robinson,"Ed Harris, David Duchovny, Lance Henriksen, William Fichtner, Johnathon Schaech",10000000.0,1197759.0
8310,The Killer Inside Me,"Crime, Drama, Thriller",en,5.8,1,49,2010-02-19,569,Michael Winterbottom,"Casey Affleck, Kate Hudson, Jessica Alba, Ned Beatty, Tom Bower",13000000.0,3977192.0
8311,Cirque du Freak: The Vampire's Assistant,"Adventure, Fantasy, Action, Thriller",en,5.8,1,49,2009-10-23,1076,Paul Weitz,"Chris Massoglia, John C. Reilly, Josh Hutcherson, Patrick Fugit, Salma Hayek Pinault",40000000.0,28169671.0
8312,Blue Steel,Thriller,en,5.8,1,42,1990-03-16,391,Kathryn Bigelow,"Jamie Lee Curtis, Ron Silver, Clancy Brown, Elizabeth Peña, Louise Fletcher",0.0,8217997.0
8313,Picture Perfect,"Romance, Comedy, Drama",en,5.8,1,45,1997-08-01,415,Glenn Gordon Caron,"Jennifer Aniston, Jay Mohr, Kevin Bacon, Olympia Dukakis, Illeana Douglas",19000000.0,44300000.0
8314,Cold Pursuit,"Action, Crime, Thriller, Comedy",en,5.8,1,59,2019-02-07,2558,Hans Petter Moland,"Liam Neeson, Tom Bateman, Tom Jackson, Laura Dern, Nicholas Holmes",60000000.0,76419755.0
8315,Barbecue,Comedy,fr,5.8,1,38,2014-04-30,682,Eric Lavaine,"Lambert Wilson, Franck Dubosc, Florence Foresti, Guillaume de Tonquédec, Lionel Abelanski",6000000.0,14348529.0
8316,The Campaign,Comedy,en,5.8,1,25,2012-08-09,1718,Jay Roach,"Will Ferrell, Zach Galifianakis, Jason Sudeikis, Katherine LaNasa, Dylan McDermott",95000000.0,104907746.0
8317,Death Race 2,"Action, Thriller, Science Fiction",en,5.8,1,40,2010-11-12,1086,Roel Reiné,"Luke Goss, Lauren Cohan, Sean Bean, Danny Trejo, Ving Rhames",7000000.0,0.0
8318,The Blackcoat's Daughter,"Horror, Mystery",en,5.8,1,33,2017-03-31,651,Osgood Perkins,"Emma Roberts, Kiernan Shipka, Lucy Boynton, James Remar, Lauren Holly",0.0,19980.0
8319,Dom Hemingway,"Comedy, Crime, Drama",en,5.8,1,33,2013-11-14,500,Richard Shepard,"Jude Law, Demián Bichir, Richard E. Grant, Matthew C. Martino, Emilia Clarke",7000000.0,1300000.0
8320,Husk,"Horror, Thriller",en,5.8,1,23,2011-01-28,324,Brett Simmons,"Devon Graye, Wes Chatham, C.J. Thomason, Tammin Sursok, Ben Easter",0.0,0.0
8321,The Little Hours,Comedy,en,5.8,1,30,2017-06-30,561,Jeff Baena,"Alison Brie, Dave Franco, Kate Micucci, Aubrey Plaza, John C. Reilly",0.0,0.0
8322,21 & Over,Comedy,en,5.8,1,33,2013-03-01,1500,Jon Lucas,"Skylar Astin, Justin Chon, Miles Teller, Sarah Wright, Jonathan Keltz",13000000.0,48065672.0
8323,Very Good Girls,Drama,en,5.8,1,31,2013-01-22,422,Naomi Foner,"Dakota Fanning, Elizabeth Olsen, Boyd Holbrook, Demi Moore, Richard Dreyfuss",0.0,0.0
8324,The Stepfather,"Horror, Thriller",en,5.8,1,41,2009-10-16,857,Nelson McCormick,"Dylan Walsh, Sela Ward, Penn Badgley, Amber Heard, Sherry Stringfield",20000000.0,31198531.0
8325,Meatballs,Comedy,en,5.8,1,32,1979-06-28,301,Ivan Reitman,"Bill Murray, Harvey Atkin, Russ Banham, Kristine DeBell, Todd Hoffman",1207520.0,0.0
8326,The Black Hole,"Adventure, Science Fiction, Action",en,5.8,1,38,1979-12-18,475,Gary Nelson,"Maximilian Schell, Anthony Perkins, Robert Forster, Joseph Bottoms, Yvette Mimieux",20000000.0,35841901.0
8327,Sgt. Bilko,Comedy,en,5.8,1,30,1996-03-29,344,Jonathan Lynn,"Steve Martin, Dan Aykroyd, Phil Hartman, Glenne Headly, Daryl Mitchell",39000000.0,37956793.0
8328,Vox Lux,"Drama, Music",en,5.8,1,54,2018-09-07,468,Brady Corbet,"Natalie Portman, Jude Law, Stacy Martin, Jennifer Ehle, Raffey Cassidy",7000000.0,1300000.0
8329,The Midnight Man,Horror,en,5.8,1,35,2016-09-30,412,Travis Zariwny,"Gabrielle Haugh, Grayson Gabriel, Lin Shaye, Robert Englund, Em Haine",0.0,0.0
8330,Neighbors 2: Sorority Rising,Comedy,en,5.8,1,32,2016-05-04,4370,Nicholas Stoller,"Seth Rogen, Zac Efron, Rose Byrne, Chloë Grace Moretz, Dave Franco",35000000.0,108800000.0
8331,Starship Troopers: Invasion,"Animation, Action, Science Fiction",en,5.8,1,29,2012-08-28,383,Shinji Aramaki,"Luci Christian, David Anthony Matranga, Justin Doran, David Wald, Andrew Love",0.0,193425.0
8332,Frenemies,"Drama, Family, TV Movie, Comedy",en,5.8,1,26,2012-01-13,427,Daisy von Scherler Mayer,"Bella Thorne, Zendaya, Mary Mouser, Nick Robinson, Stefanie Scott",0.0,0.0
8333,The Object of My Affection,"Comedy, Drama, Romance",en,5.8,1,51,1998-04-17,304,Nicholas Hytner,"Jennifer Aniston, Paul Rudd, Alan Alda, Nigel Hawthorne, John Pankow",15000000.0,46900000.0
8334,54,"Drama, Music",en,5.8,1,34,1998-08-28,464,Mark Christopher,"Ryan Phillippe, Mike Myers, Salma Hayek Pinault, Breckin Meyer, Neve Campbell",13000000.0,16757163.0
8335,Reasonable Doubt,"Crime, Thriller",en,5.8,1,31,2014-01-17,552,Peter Howitt,"Samuel L. Jackson, Dominic Cooper, Erin Karpluk, Gloria Reuben, Ryan Robbins",8000000.0,0.0
8336,The Funhouse,Horror,en,5.8,1,36,1981-03-13,388,Tobe Hooper,"Elizabeth Berridge, Cooper Huckabee, Kevin Conway, Largo Woodruff, Miles Chapin",0.0,7886857.0
8337,Hard Rain,"Thriller, Crime, Action",en,5.8,1,37,1998-01-16,702,Mikael Salomon,"Morgan Freeman, Christian Slater, Minnie Driver, Randy Quaid, Ed Asner",70000000.0,19900000.0
8338,Ma,"Horror, Thriller",en,5.8,1,39,2019-05-29,2171,Tate Taylor,"Octavia Spencer, Juliette Lewis, Diana Silvers, McKaley Miller, Corey Fogelmanis",5000000.0,51749995.0
8339,Cult of Chucky,"Horror, Thriller",en,5.8,1,31,2017-10-12,1272,Don Mancini,"Fiona Dourif, Brad Dourif, Alex Vincent, Jennifer Tilly, Michael Therriault",6500000.0,2332018.0
8340,Italiano medio,Comedy,it,5.8,1,30,2015-01-29,476,Maccio Capatonda,"Maccio Capatonda, Herbert Ballerina, Enrico Venti, Barbara Tabita, Lavinia Longhi",1816720.0,4541800.0
8341,Italiano medio,Comedy,it,5.8,1,30,2015-01-29,476,Maccio Capatonda,"Maccio Capatonda, Herbert Ballerina, Enrico Venti, Barbara Tabita, Lavinia Longhi",1816720.0,4541800.0
8342,Failure to Launch,"Romance, Comedy",en,5.8,1,37,2006-03-10,1628,Tom Dey,"Matthew McConaughey, Sarah Jessica Parker, Zooey Deschanel, Justin Bartha, Bradley Cooper",50000000.0,130224158.0
8343,Censor,"Horror, Mystery",en,5.8,1,24,2021-06-11,372,Prano Bailey-Bond,"Niamh Algar, Michael Smiley, Nicholas Burns, Vincent Franklin, Sophia La Porta",0.0,314785.0
8344,Puppet Master,"Horror, Fantasy, Science Fiction",en,5.8,1,23,1989-10-12,342,David Schmoeller,"Paul Le Mat, William Hickey, Irene Miracle, Jimmie F. Skaggs, Robin Frates",0.0,0.0
8345,Leatherheads,"Comedy, Romance, Drama",en,5.8,1,54,2008-03-24,445,George Clooney,"George Clooney, Renée Zellweger, John Krasinski, Wayne Duvall, Stephen Root",58000000.0,41299492.0
8346,10 Years,"Comedy, Drama",en,5.8,1,40,2012-09-14,534,Jamie Linden,"Channing Tatum, Jenna Dewan, Justin Long, Max Minghella, Oscar Isaac",0.0,203373.0
8347,Wind Chill,"Drama, Horror, Thriller",en,5.8,1,31,2007-04-27,461,Gregory Jacobs,"Emily Blunt, Ashton Holmes, Martin Donovan, Ned Bellamy, Ian A. Wallace",6000000.0,285000.0
8348,Big Momma's House,"Crime, Comedy",en,5.8,1,38,2000-05-31,2278,Raja Gosnell,"Martin Lawrence, Nia Long, Paul Giamatti, Jascha Washington, Terrence Howard",30000000.0,174000000.0
8349,Come tu mi vuoi,"Comedy, Romance",it,5.8,1,47,2007-10-09,559,Volfango De Biasi,"Cristiana Capotondi, Nicolas Vaporidis, Giulia Louise Steigerwalt, Elisa Di Eusanio, Paola Carleo",2500000.0,7086000.0
8350,The Final Conflict,"Horror, Mystery, Thriller",en,5.8,1,48,1981-03-20,559,Graham Baker,"Sam Neill, Rossano Brazzi, Don Gordon, Lisa Harrow, Barnaby Holm",5000000.0,20471382.0
8351,To the Wonder,"Drama, Romance",en,5.8,1,52,2013-02-22,481,Terrence Malick,"Ben Affleck, Olga Kurylenko, Rachel McAdams, Javier Bardem, Tatiana Chiline",0.0,2801166.0
8352,Saludos Amigos,"Animation, Adventure, Music",en,5.8,0,42,1942-08-24,461,Wilfred Jackson,"Fred Shields, José Oliveira, Pinto Colvig, Walt Disney, Clarence Nash",0.0,1135000.0
8353,Alfie,"Comedy, Drama, Romance",en,5.8,1,43,2004-10-22,791,Charles Shyer,"Jude Law, Marisa Tomei, Omar Epps, Jane Krakowski, Renée Taylor",60000000.0,35060882.0
8354,Drillbit Taylor,Comedy,en,5.8,1,42,2008-02-04,1012,Steven Brill,"Owen Wilson, Leslie Mann, Nate Hartley, Troy Gentile, David Dorfman",40000000.0,32900000.0
8355,3 from Hell,"Horror, Thriller",en,5.8,1,55,2019-09-16,473,Rob Zombie,"Sheri Moon Zombie, Bill Moseley, Richard Brake, Emilio Rivera, Sid Haig",3000000.0,2295825.0
8356,The Atticus Institute,Horror,en,5.8,1,32,2015-01-20,315,Chris Sparling,"William Mapother, Rya Kihlstedt, Sharon Maughan, Anne Betancourt, John Rubinstein",0.0,0.0
8357,Absentia,"Horror, Mystery, Thriller",en,5.8,1,31,2011-03-03,332,Mike Flanagan,"Katie Parker, Courtney Bell, Morgan Peter Brown, Dave Levine, Justin Gordon",70000.0,0.0
8358,The Parisian Bitch,Comedy,fr,5.8,1,20,2015-04-29,468,Noémie Saglio,"Camille Cottin, Antony Hickling, Lou Cottin, Cécile Boland, Stéphane Bern",0.0,8540288.0
8359,Marauders,"Action, Crime, Thriller",en,5.8,1,47,2016-07-01,642,Steven C. Miller,"Bruce Willis, Dave Bautista, Christopher Meloni, Danny A. Abeckaser, Lydia Hull",15000000.0,0.0
8360,Redirected,"Action, Comedy, Crime, Thriller",en,5.8,1,39,2014-01-10,358,Emilis Vėlyvis,"Vinnie Jones, Scot Williams, Gil Darnell, Vytautas Šapranauskas, Aurimas Meliešius",2700000.0,0.0
8361,Fantozzi in Heaven,Comedy,it,5.8,1,33,1993-12-21,362,Neri Parenti,"Paolo Villaggio, Milena Vukotić, Gigi Reder, Plinio Fernando, Anna Mazzamauro",0.0,0.0
8362,Mystery Men,"Adventure, Fantasy, Action, Comedy, Science Fiction",en,5.8,2,1,1999-08-06,811,Kinka Usher,"Ben Stiller, Hank Azaria, William H. Macy, Greg Kinnear, Kel Mitchell",68000000.0,29762011.0
8363,Punisher: War Zone,"Action, Crime",en,5.8,1,42,2008-12-05,1129,Lexi Alexander,"Ray Stevenson, Dominic West, Stephanie Janusauskas, Julie Benz, Colin Salmon",20500000.0,10089373.0
8364,The X Files: I Want to Believe,"Mystery, Science Fiction, Thriller",en,5.8,1,44,2008-07-24,1483,Chris Carter,"David Duchovny, Gillian Anderson, Amanda Peet, Billy Connolly, Xzibit",30000000.0,69363381.0
8365,Deep Water,"Drama, Mystery, Thriller",en,5.8,1,56,2022-03-18,1356,Adrian Lyne,"Ben Affleck, Ana de Armas, Tracy Letts, Lil Rel Howery, Dash Mihok",49000000.0,0.0
8366,Race to Witch Mountain,"Adventure, Family, Fantasy, Science Fiction, Thriller, Action",en,5.8,1,38,2009-03-12,1688,Andy Fickman,"Dwayne Johnson, AnnaSophia Robb, Alexander Ludwig, Carla Gugino, Ciarán Hinds",50000000.0,106303988.0
8367,Firewall,"Action, Crime, Thriller",en,5.8,1,45,2006-02-08,934,Richard Loncraine,"Harrison Ford, Paul Bettany, Virginia Madsen, Carly Schroeder, Jimmy Bennett",45000000.0,82800000.0
8368,The Doorman,"Action, Thriller",en,5.8,1,37,2020-10-01,412,Ryûhei Kitamura,"Ruby Rose, Jean Reno, Aksel Hennie, Rupert Evans, Julian Feder",0.0,307873.0
8369,Pinocchio,"Comedy, Family, Fantasy",it,5.8,1,48,2002-10-11,755,Roberto Benigni,"Roberto Benigni, Nicoletta Braschi, Mino Bellei, Carlo Giuffrè, Peppe Barra",40000000.0,41323171.0
8370,Raw Deal,"Action, Crime, Thriller",en,5.8,1,46,1986-06-06,772,John Irvin,"Arnold Schwarzenegger, Kathryn Harrold, Sam Wanamaker, Paul Shenar, Robert Davi",8500000.0,16209459.0
8371,That's My Boy,"Comedy, Drama",en,5.8,1,56,2012-06-14,1932,Sean Anders,"Adam Sandler, Andy Samberg, Leighton Meester, Vanilla Ice, Tony Orlando",70000000.0,58100000.0
8372,Bandslam,"Comedy, Drama, Family, Music, Romance",en,5.8,1,51,2009-08-06,452,Todd Graff,"Aly Michalka, Vanessa Hudgens, Gaelan Connell, Scott Porter, Ryan Donowho",20000000.0,12225023.0
8373,Beethoven,"Family, Comedy",en,5.8,1,27,1992-04-03,2048,Brian Levant,"Charles Grodin, Chris, Bonnie Hunt, Nicholle Tom, Christopher Castile",0.0,147214049.0
8374,Starsky & Hutch,"Comedy, Crime",en,5.8,1,41,2004-03-05,2279,Todd Phillips,"Ben Stiller, Owen Wilson, Snoop Dogg, Vince Vaughn, Fred Williamson",60000000.0,170300000.0
8375,Mary Reilly,"Drama, Horror, Thriller",en,5.8,1,44,1996-02-23,313,Stephen Frears,"Julia Roberts, John Malkovich, George Cole, Michael Gambon, Glenn Close",47000000.0,12379402.0
8376,Alvin and the Chipmunks,"Comedy, Family, Fantasy, Animation",en,5.8,1,32,2007-12-13,4406,Tim Hill,"Jason Lee, David Cross, Cameron Richardson, Jane Lynch, Justin Long",60000000.0,361366633.0
8377,Sweet Virginia,"Drama, Thriller",en,5.8,1,34,2017-11-17,303,Jamie M. Dagg,"Jon Bernthal, Christopher Abbott, Imogen Poots, Rosemarie DeWitt, Odessa Young",0.0,10456.0
